,price,ret,log_ret
2022-01-03,100.41824352953815,0.0,0.0
2022-01-04,100.32729432352826,-0.0009057040116732251,-0.000906114409369544
2022-01-05,100.86866187157868,0.0053960146309204315,0.005381508304805572
2022-01-06,102.1256105846015,0.012461241080238716,0.012384238851264339
2022-01-07,101.95487413605757,-0.001671827933919623,-0.0016732269977867476
2022-01-10,101.7844364980679,-0.0016716968112993058,-0.0016730956555934939
2022-01-11,103.09912579887151,0.012916407911032213,0.012833702524059219
2022-01-12,103.7547965306398,0.0063596148530626895,0.006339477833223096
2022-01-13,103.38652087923958,-0.0035494807345264334,-0.0035557950874796095
2022-01-14,103.85701266666536,0.004550803948372817,0.004540480348687668
2022-01-17,103.49338870113797,-0.003501198004745687,-0.0035073415424997007
2022-01-18,103.12913031095039,-0.0035196295604879024,-0.003525838028562045
2022-01-19,103.34961837025496,0.0021379804002978897,0.00213569817252846
2022-01-20,101.80012699066975,-0.014992715058067096,-0.01510624195726263
2022-01-21,100.42508321849073,-0.01350728936030754,-0.013599342660104244
2022-01-24,99.9943524280886,-0.004289075762725525,-0.004298300233927752
2022-01-25,99.20724637038349,-0.007871505125963685,-0.007902648962675328
2022-01-26,99.47685841520419,0.002717664834825939,0.0027139786607621556
2022-01-27,98.77661098109823,-0.007039299845831626,-0.007064192604169762
2022-01-28,97.68640668524475,-0.011037069251769505,-0.011098429610682116
2022-01-31,98.85830935324203,0.011996578723314943,0.01192519015137238
2022-02-01,98.69964956286135,-0.0016049211383309947,-0.0016062104038921435
2022-02-02,98.77273662100023,0.0007404996721120938,0.000740225637503242
2022-02-03,97.67285069616739,-0.011135521424836203,-0.011197985489707673
2022-02-04,97.2678559375088,-0.00414644147039811,-0.004155061796201523
2022-02-07,97.37368065395604,0.001087972130435766,0.0010873807176789926
2022-02-08,96.50048230915422,-0.008967498598568602,-0.009007948619378328
2022-02-09,96.81031906397678,0.003210727526002932,0.0032055841467653837
2022-02-10,96.36552189798432,-0.004594522260571332,-0.004605109519350337
2022-02-11,96.16014041264074,-0.0021312755983514675,-0.0021335499983462743
2022-02-14,95.71751275250294,-0.004603026349986661,-0.004613652897835174
2022-02-15,97.1658685856627,0.01513156570318297,0.01501822547607142
2022-02-16,97.17481041427564,9.202643626937679e-05,9.202220209665913e-05
2022-02-17,96.37528974696126,-0.008227653482480335,-0.008261687431647116
2022-02-18,97.03096919793633,0.006803397973656811,0.006780359296825403
2022-02-21,91.01955755995502,-0.061953535944987426,-0.06395579596285639
2022-02-22,91.19000624477907,0.001872660001799975,0.0018709087600382256
2022-02-23,89.7894916915194,-0.01535820218610695,-0.015477360991038273
2022-02-24,88.85825512098927,-0.01037133135500401,-0.010425488391187468
2022-02-25,89.01610878437151,0.0017764659363084245,0.0017748898869529308
2022-02-28,89.56145910913634,0.006126422871233883,0.006107732639963374
2022-03-01,89.70226591843206,0.001572180831981962,0.001570946249519601
2022-03-02,89.63723864906825,-0.0007249233751011053,-0.0007251862591058405
2022-03-03,89.43946377214927,-0.002206391895819948,-0.002208829564714233
2022-03-04,88.40546933843427,-0.011560829974888276,-0.011628175922939563
2022-03-07,87.91540843736358,-0.00554333238359539,-0.005558753667157691
2022-03-08,87.60954684378045,-0.003479044220115801,-0.0034851101676782797
2022-03-09,88.37127311325355,0.008694557806940395,0.008656977809751432
2022-03-10,88.63225988244076,0.002953298736035448,0.002948946316547628
2022-03-11,87.40841654112307,-0.013808102636003627,-0.01390432124290173
2022-03-14,87.65286072447522,0.0027965748954752456,0.002792671755158374
2022-03-15,87.40072611984647,-0.002876513128548086,-0.0028806582433305436
2022-03-16,86.94608506279866,-0.005201799541394991,-0.005215376002447797
2022-03-17,87.39006687987236,0.005106403776007129,0.005093410310727122
2022-03-18,88.13146508627186,0.008483781199282392,0.00844799617996757
2022-03-21,88.80827761825654,0.007679578812426868,0.007650240952929534
2022-03-22,88.23168350231856,-0.006492571766975153,-0.006513740185781206
2022-03-23,88.03129910440083,-0.002271116111169591,-0.002273699006809769
2022-03-24,88.2825556499138,0.0028541728688451506,0.0028501074512285326
2022-03-25,88.99203678036682,0.008036481558899133,0.008004361016978816
2022-03-28,88.66928036220926,-0.0036268011142852608,-0.003633393902762036
2022-03-29,88.55538944152651,-0.0012844462052417072,-0.0012852718133106113
2022-03-30,87.79262907814996,-0.008613370323216851,-0.008650679792048237
2022-03-31,86.97388427553952,-0.009325894567773108,-0.009369652992645326
2022-04-01,87.55858388386125,0.006722703179144585,0.006700206579153427
2022-04-04,88.53146447848576,0.011111196086895925,0.011049920228566424
2022-04-05,88.49817573923829,-0.000376010263058002,-0.00037608097264253963
2022-04-06,89.22936610845503,0.00826220838010494,0.008228263183136202
2022-04-07,89.50578768567043,0.003097876733534344,0.003093088200381052
2022-04-08,89.06285282795447,-0.004948672808416266,-0.004960958036841102
2022-04-11,89.33858673745229,0.0030959474207552518,0.003091164844067356
2022-04-12,90.46271613468384,0.012582798075093216,0.012504292531727704
2022-04-13,90.45488165073154,-8.660456248787973e-05,-8.660831287953717e-05
2022-04-14,91.61255543378907,0.012798356063607352,0.012717149246512016
2022-04-15,89.73046733290415,-0.02054399740268298,-0.02075796083271794
2022-04-18,90.34047512798412,0.006798223760685618,0.0067752200350018575
2022-04-19,90.42149051575693,0.0008967784114266575,0.0008963765459053267
2022-04-20,90.2234983759137,-0.0021896579973841312,-0.002192058803727001
2022-04-21,90.3078142747994,0.000934522606676147,0.0009340862122840731
2022-04-22,88.90100454559735,-0.015577940187116557,-0.015700551316807206
2022-04-25,88.76266008958063,-0.0015561630233970059,-0.0015573751026998984
2022-04-26,89.03441386650704,0.003061577657228254,0.003056900572093973
2022-04-27,90.111349295787,0.012095720997216342,0.012023152357932202
2022-04-28,89.756456029952,-0.00393838588156159,-0.003946161746189305
2022-04-29,89.19562661815128,-0.006248346209364319,-0.006267948823145515
2022-05-02,88.85607741369279,-0.003806792074146359,-0.003814056348676371
2022-05-03,89.52708185180163,0.007551587439369012,0.00752321694161672
2022-05-04,89.780803135605,0.002834017132641087,0.0028300088772774865
2022-05-05,89.41899192696592,-0.004029939541670191,-0.004038081630136448
2022-05-06,89.80487280918564,0.004315424205798335,0.004306139464906742
2022-05-09,89.89262092084542,0.0009770974437681712,0.0009766203947844676
2022-05-10,90.6100393999168,0.007980838379415989,0.007949159924263028
2022-05-11,90.1205836864638,-0.005401782370855535,-0.005416424751018873
2022-05-12,89.90263893296039,-0.0024183681972329563,-0.002421297172782099
2022-05-13,89.63899433286461,-0.002932556855114954,-0.0029368652250573767
2022-05-16,88.61333111369383,-0.011442154464184284,-0.011508119585056964
2022-05-17,88.84126806855991,0.0025722648274404403,0.002568962216516811
2022-05-18,89.04480898048092,0.002291062659798282,0.0022884421774390187
2022-05-19,89.06626314056861,0.00024093667371882788,0.00024090765313977748
2022-05-20,88.91705112502328,-0.0016752921957647882,-0.0016766970670011759
2022-05-23,87.9335098823834,-0.0110613344706737,-0.011122965936403356
2022-05-24,87.65562603296269,-0.003160158735758478,-0.0031651625821228196
2022-05-25,87.43311321619538,-0.002538488706744668,-0.002541716132214179
2022-05-26,86.89112190086755,-0.006198925045567738,-0.006218218153773064
2022-05-27,86.79643737975066,-0.0010896915478305624,-0.0010902856933280379
2022-05-30,87.09486994435422,0.0034383043084804665,0.003432406854516316
2022-05-31,88.43673794075337,0.015406969403094495,0.015289487209684233
2022-06-01,88.57805080824342,0.0015978977829860241,0.0015966225026545883
2022-06-02,88.77849937309932,0.0022629597629082454,0.0022604031257821198
2022-06-03,88.74338844431047,-0.00039548909968956103,-0.00039556732612936374
2022-06-06,87.409044339772,-0.01503598327638589,-0.015150169722392172
2022-06-07,87.40798573493225,-1.2110930255992969e-05,-1.2111003593900928e-05
2022-06-08,87.46760446568793,0.000682074186407533,0.0006818416795282711
2022-06-09,89.226173999544,0.02010538123912986,0.019905936899882223
2022-06-10,89.10679010967579,-0.0013379918079735598,-0.0013388877182489026
2022-06-13,89.33987511422661,0.002615793973320457,0.0026123787386687415
2022-06-14,89.33293419752361,-7.76911395289348e-05,-7.769415764183689e-05
2022-06-15,88.51931701867811,-0.009107695679697714,-0.009149424300956367
2022-06-16,89.35019125426604,0.009386360667611227,0.009342582516120168
2022-06-17,89.90727364417464,0.006234820341047609,0.006215464261494242
2022-06-20,90.49613132006681,0.006549611082888429,0.006528255576344262
2022-06-21,89.85812182586534,-0.007050130043072866,-0.007075099638357855
2022-06-22,90.89039743248635,0.011487838668845507,0.011422354487488786
2022-06-23,89.89475060609782,-0.010954367617636462,-0.011014808502338337
2022-06-24,90.3358512143561,0.00490685613213504,0.004894856750402071
2022-06-27,91.95120446102543,0.017881640843083302,0.017723645006479938
2022-06-28,91.2436827063062,-0.00769453493150396,-0.007724290601045603
2022-06-29,90.84941699663656,-0.004321019252792491,-0.0043303818368220426
2022-06-30,90.94005821409952,0.0009977083008283483,0.0009972109207009407
2022-07-01,90.59262276522061,-0.0038204885251001963,-0.0038278052329294866
2022-07-04,89.49363235270954,-0.01213112479764722,-0.012205307448529061
2022-07-05,89.56064375247747,0.0007487839973221444,0.0007485037984483857
2022-07-06,88.82050628231157,-0.00826409278847362,-0.008298429709808932
2022-07-07,89.1754956486381,0.003996705053653127,0.003988739445081682
2022-07-08,88.53968729573319,-0.007129854993013773,-0.007155393873870623
2022-07-11,89.66229819684615,0.012679183035324115,0.012599475240140393
2022-07-12,89.12005064111545,-0.006047665146171388,-0.006066026338689822
2022-07-13,88.90850900525017,-0.0023736705078541975,-0.0023764921296454155
2022-07-14,89.5069244122987,0.0067306876894448475,0.006708137738957291
2022-07-15,88.64761029163985,-0.009600532319718247,-0.009646914531471493
2022-07-18,88.82683097406155,0.00202172040320181,0.002019679476832825
2022-07-19,89.77853333439592,0.010714131641286206,0.01065714203425957
2022-07-20,88.64911338087123,-0.012580066877657337,-0.012659865876489821
2022-07-21,88.79790896191157,0.00167847793808229,0.0016770708682583813
2022-07-22,89.00051572236261,0.0022816613906746497,0.0022790623539874605
2022-07-25,89.5768348849025,0.006475458685405,0.006454582974218643
2022-07-26,88.71252996573304,-0.00964875484024419,-0.009695605687024659
2022-07-27,87.79789177962097,-0.010310135292786349,-0.01036365290467432
2022-07-28,88.18289599570723,0.004385119144462379,0.004375532524935262
2022-07-29,88.41033712779836,0.0025791978084073186,0.002575877385865457
2022-08-01,88.60540333242129,0.0022063732699149075,0.002203942802767097
2022-08-02,88.86909347466373,0.0029760052132843384,0.0029715856759758544
2022-08-03,88.40461987859139,-0.005226491887247109,-0.0052401977726277875
2022-08-04,88.58674654782357,0.0020601487736986446,0.00205802957728788
2022-08-05,88.81244963039853,0.0025478199772595023,0.00254457978638966
2022-08-08,88.32401377936095,-0.005499632687424483,-0.005514811344211033
2022-08-09,89.67017561821618,0.015241175997934509,0.015126196089158144
2022-08-10,90.0287340703861,0.003998636667073452,0.003990663367294241
2022-08-11,89.19263410217322,-0.00928703459896707,-0.009330427977621202
2022-08-12,89.68027881120732,0.0054673204120812,0.005452428869070703
2022-08-15,89.0015187642706,-0.007568665663558294,-0.007597453361818569
2022-08-16,89.58161517818809,0.006517826009845296,0.006496676829939543
2022-08-17,90.43387094471565,0.009513735210425978,0.009468764632059251
2022-08-18,89.86004615451564,-0.006345241934305745,-0.006365458546813655
2022-08-19,90.57338683028667,0.007938351985090408,0.007907009033954584
2022-08-22,90.89115336393266,0.0035083874498522682,0.003502247415491941
2022-08-23,91.50916717777004,0.006799493580665894,0.006776481279955942
2022-08-24,92.9269312502473,0.015493137094374942,0.015374343861231472
2022-08-25,92.76323566846192,-0.0017615515715736496,-0.0017631049280230082
2022-08-26,92.22400961338444,-0.005812928486072733,-0.005829889314859823
2022-08-29,91.58837830026232,-0.006892254151459776,-0.006916115437004158
2022-08-30,91.01077507272517,-0.006306512226295191,-0.006326482279723537
2022-08-31,90.97284844179234,-0.0004167268205608199,-0.00041681367531294856
2022-09-01,91.23971821544552,0.0029335101431273714,0.002929215798533228
2022-09-02,91.46019363819967,0.0024164412940594904,0.002413526394640181
2022-09-05,92.08585067248937,0.00684075781388227,0.006817465992288321
2022-09-06,92.11385042077328,0.0003040613523079827,0.00030401513502335505
2022-09-07,93.20986737057841,0.011898503263065852,0.011828272617258306
2022-09-08,93.03133152148824,-0.0019154179072088384,-0.0019172546659035545
2022-09-09,95.09702515474164,0.0222042789184016,0.021961353332717027
2022-09-12,95.59332797938151,0.00521891009558173,0.00520533878212003
2022-09-13,94.95905191065165,-0.006635149985223521,-0.006657260451330275
2022-09-14,94.1678309747312,-0.008332232894078584,-0.008367139984488866
2022-09-15,94.55090866701084,0.0040680313894287945,0.0040597793219454194
2022-09-16,94.40090908234906,-0.0015864425501193047,-0.0015877022826068202
2022-09-19,94.96066062629708,0.0059295143382542825,0.005912003952736798
2022-09-20,95.33991976068478,0.003993855264762924,0.003985900996588426
2022-09-21,95.30344670143725,-0.00038255810723442085,-0.0003826313012550321
2022-09-22,94.67894361118543,-0.006552785989033971,-0.006574349744547226
2022-09-23,93.5571845978639,-0.011848030518044506,-0.011918777797487087
2022-09-26,93.24222991130274,-0.0033664404066338083,-0.003372119616536081
2022-09-27,93.9020220497778,0.007076108530466252,0.007051190354587909
2022-09-28,94.08180502316796,0.0019145804261260224,0.0019127499530415413
2022-09-29,97.59955023391757,0.03739028189226756,0.03670821513754262
2022-09-30,97.75441191783037,0.0015867048930209293,0.0015854474068094436
2022-10-03,98.07582182274992,0.0032879324688661615,0.003282539037830726
2022-10-04,97.4042663552431,-0.006847309102548271,-0.0068708594896090555
2022-10-05,97.54363466855754,0.0014308235001345704,0.0014298008475642976
2022-10-06,97.6085881316034,0.0006658913548440726,0.000665669747567967
2022-10-07,96.73949239901263,-0.008903885910315434,-0.0089437623826449
2022-10-10,90.84153589078035,-0.06096741219093349,-0.0629050955740841
2022-10-11,91.26824347327081,0.004697273976119298,0.004686276210945984
2022-10-12,92.08087904458465,0.008903815175886676,0.008864409945402139
2022-10-13,92.87901454153742,0.008667765829714957,0.008630416416279272
2022-10-14,91.87935634159078,-0.01076301471200014,-0.010821354943656786
2022-10-17,91.21084204187427,-0.007276001120764208,-0.00730260031932106
2022-10-18,91.60575105845219,0.004329628010632858,0.004320282137669246
2022-10-19,92.00145036828494,0.004319590257824135,0.004310287607297777
2022-10-20,92.39979160499394,0.004329727793577431,0.004320381490448288
2022-10-21,95.31112831158137,0.03150804407690977,0.031021851925237674
2022-10-24,95.7665730051442,0.004778504898965474,0.004767124085545295
2022-10-25,96.65986061668754,0.009327760026406784,0.009284525121444832
2022-10-26,97.41987434286126,0.007862764557333923,0.00783201410794565
2022-10-27,97.94845476748108,0.00542579661681275,0.005411130010446428
2022-10-28,97.72126725992402,-0.0023194598434082003,-0.0023221539571227304
2022-10-31,98.33607693784664,0.006291462392595815,0.006271753763946079
2022-11-01,97.74952765002868,-0.005964741589078115,-0.005982601716300519
2022-11-02,97.58402656441854,-0.0016931139166491693,-0.001694548853920118
2022-11-03,97.22529452906457,-0.003676134793609398,-0.003682908382632757
2022-11-04,97.3084570331177,0.000855358725894817,0.0008549931150905752
2022-11-07,99.14695773552569,0.01889353462651533,0.018717268533388103
2022-11-08,97.69643308222366,-0.014630047017391012,-0.014738121540734065
2022-11-09,98.25391831503664,0.005706300785247587,0.005690081522996115
2022-11-10,97.0138162622518,-0.012621400490193668,-0.012701726969517144
2022-11-11,96.66756710297456,-0.0035690705985758076,-0.003575454926315592
2022-11-14,97.53288019307672,0.008951431343879657,0.008911604775738897
2022-11-15,97.60256697591203,0.0007144952829993834,0.0007142401527636694
2022-11-16,96.78401398218169,-0.008386592884717436,-0.008421958223434547
2022-11-17,96.25100418057193,-0.005507209090417464,-0.005522429674079789
2022-11-18,96.79508209128751,0.0056526985390705775,0.005636781991477669
2022-11-21,96.25041213647351,-0.005627041612510042,-0.005642933053737202
2022-11-22,96.43651573394337,0.0019335355905383267,0.0019316687166557713
2022-11-23,96.4909767249402,0.0005647341215342383,0.0005645747192306823
2022-11-24,96.00849678719389,-0.005000259652482075,-0.005012802780846749
2022-11-25,97.68893018321826,0.017502965385960634,0.01735155271460269
2022-11-28,98.2052425748139,0.0052852702002905705,0.005271352178543978
2022-11-29,96.64635194662556,-0.01587380253147641,-0.016001140693260835
2022-11-30,96.80998061256165,0.0016930661389729096,0.0016916345181554834
2022-12-01,96.31805639668232,-0.005081337820405429,-0.005094291718147147
2022-12-02,96.99653628166878,0.00704416088082338,0.007019466678369816
2022-12-05,96.40278618394873,-0.00612135361200794,-0.006140165907461682
2022-12-06,96.33360427563584,-0.0007176339092616058,-0.0007178915317352557
2022-12-07,96.74291606105486,0.004248899317084387,0.004239898231843722
2022-12-08,97.43477227122116,0.007151492205689447,0.0071260415533609175
2022-12-09,96.52294774285394,-0.009358307174250347,-0.00940237125644621
2022-12-12,96.28425159889909,-0.002472947102597489,-0.0024760098867276556
2022-12-13,95.93829344108235,-0.0035930918304057924,-0.003599562489287626
2022-12-14,95.45725677719993,-0.00501402147806429,-0.005026633860589625
2022-12-15,96.83439081534502,0.014426708713821013,0.014323633922248651
2022-12-16,97.16806051013646,0.003445776773953302,0.003439853687687507
2022-12-19,95.36663721642694,-0.018539253374534437,-0.018713259315025647
2022-12-20,96.70805828135792,0.014065936517051902,0.013967929205821676
2022-12-21,99.8559926652384,0.03255090051257192,0.032032342955189606
2022-12-22,101.43478236061483,0.015810665471718277,0.015686978908267268
2022-12-23,99.169003838309,-0.02233729367359094,-0.022590549489310115
2022-12-26,98.47099059393643,-0.007038623131786603,-0.007063511092993818
2022-12-27,100.3802686247951,0.019389243668035405,0.01920366723779937
2022-12-28,99.34022934042048,-0.010360993237247706,-0.010415041984281673
2022-12-29,100.02377520104089,0.006880856478376218,0.006857291422193478
2022-12-30,101.2130216029159,0.011889637233594819,0.011819510801440062
2023-01-02,99.83546325832482,-0.013610485318732879,-0.013703957073671346
2023-01-03,99.76631318763455,-0.0006926403547740101,-0.0006928803409270022
2023-01-04,95.05080831731863,-0.04726550194801005,-0.048419010101036
2023-01-05,93.62016126375669,-0.015051392817048481,-0.01516581462001443
2023-01-06,93.28480530609663,-0.003582091219809569,-0.003588522270897359
2023-01-09,91.57336812427775,-0.018346366015377535,-0.018516747729472816
2023-01-10,93.86209756899484,0.02499339591409333,0.024686169558974565
2023-01-11,91.88837611425178,-0.021027885652057154,-0.021252120669409645
2023-01-12,91.3021074468561,-0.006380226663998623,-0.006400667300454568
2023-01-13,91.49963458379669,0.0021634455377228523,0.002161108659291363
2023-01-16,93.51801373353827,0.022058876616530165,0.021819099335991656
2023-01-17,91.54367178849661,-0.021111889209571633,-0.021337932267691734
2023-01-18,93.17352380654165,0.01780409269371086,0.017647456282324347
2023-01-19,93.20646608875887,0.00035355840233775027,0.0003534959152939308
2023-01-20,91.86264461915593,-0.014417685016866133,-0.014522629765719296
2023-01-23,92.5201094424078,0.007157042190300444,0.007131552113949071
2023-01-24,92.8153388719293,0.003190975792189965,0.003185895433601973
2023-01-25,92.00184788410888,-0.008764617979178047,-0.008803253157381848
2023-01-26,92.11664863094813,0.0012478091416583403,0.0012470312748503046
2023-01-27,91.604096277426,-0.005564166316727404,-0.00557970395292644
2023-01-30,91.77856283540635,0.0019045715756200732,0.0019027601787687143
2023-01-31,92.7131863624487,0.010183462217843608,0.010131960117815713
2023-02-01,94.96429343839934,0.024280333405328758,0.023990252242180137
2023-02-02,93.23598291152322,-0.0181995828568684,-0.018367232482402716
2023-02-03,96.2866067318345,0.03271938285035492,0.03219550061984394
2023-02-06,93.52678946042725,-0.028662524987442373,-0.029081316992837395
2023-02-07,93.3327567799069,-0.002074621417454403,-0.0020767764255337578
2023-02-08,94.17887459394042,0.009065604008984707,0.00902475809726862
2023-02-09,94.59558201633641,0.0044246379476571285,0.004414878016025521
2023-02-10,93.73487143229514,-0.009098845481944728,-0.009140492797308927
2023-02-13,93.46139344405803,-0.002917569353414362,-0.002921833755359085
2023-02-14,92.79135078165943,-0.007169191873858116,-0.007195014019882459
2023-02-15,91.9930436150637,-0.008603249762730303,-0.008640471354163232
2023-02-16,93.19154444770933,0.013028168060844392,0.012944031455315329
2023-02-17,93.71068576475105,0.0055706912050697,0.0055552322894758845
2023-02-20,92.76028465667108,-0.010141864829223857,-0.010193643928909998
2023-02-21,94.03928112205621,0.013788190389012023,0.013693998131498849
2023-02-22,94.49265173620401,0.004821076987598039,0.004809492813149197
2023-02-23,95.67097910743581,0.012470042374526091,0.012392931782584372
2023-02-24,96.59813518050194,0.009691090043355333,0.009644432628854128
2023-02-27,101.0414947369218,0.04599839891439994,0.04497183496698983
2023-02-28,100.21607008153552,-0.008169165128993905,-0.008202715602954606
2023-03-01,101.36602338652989,0.011474739570797032,0.011409404076848905
2023-03-02,102.3188086577538,0.009399453972765093,0.009355553981502077
2023-03-03,102.30719368588443,-0.00011351746586718559,-0.00011352390946235905
2023-03-06,102.50790327674844,0.001961832630071436,0.0019599107496318913
2023-03-07,104.5123111153224,0.019553690735069518,0.019364973436826294
2023-03-08,103.60973611454045,-0.008636063934956084,-0.008673570832537471
2023-03-09,104.48439854791334,0.008441894228993663,0.008406460717550635
2023-03-10,104.18882462426376,-0.002828880940670242,-0.002832889786508518
2023-03-13,103.86995211513357,-0.0030605250637977255,-0.003065218048408265
2023-03-14,105.61720762714887,0.01682156847515026,0.01668165277980772
2023-03-15,106.95439773732124,0.012660722056702545,0.012581245234820624
2023-03-16,108.28917539063205,0.01247987629820524,0.012402644540009673
2023-03-17,110.45270064903421,0.019979146120539415,0.019782182107314944
2023-03-20,110.50960480785162,0.0005151902894453553,0.0005150576244913609
2023-03-21,111.66817305243966,0.010483869222069009,0.010429294569424355
2023-03-22,111.1719088601381,-0.004444096995018465,-0.004454001348901692
2023-03-23,111.73614313645186,0.005075331368318947,0.005062495287326587
2023-03-24,111.54053653649922,-0.0017506117041624636,-0.001752145815515471
2023-03-27,111.72528220274643,0.0016563096429678126,0.0016549394748908758
2023-03-28,111.48143949512679,-0.002182520400146659,-0.0021849055688800633
2023-03-29,110.14358192491711,-0.01200072026579957,-0.012073310248502143
2023-03-30,113.67808225897964,0.03208993454082454,0.031585809135282
2023-03-31,111.99792600162681,-0.014779948992499126,-0.014890260722495595
2023-04-03,109.99858742171658,-0.017851567893151787,-0.018012829191815873
2023-04-04,111.94852721193791,0.01772695300845628,0.01757166310250095
2023-04-05,113.30849323728312,0.012148136819795319,0.012074940409444157
2023-04-06,114.39712240843684,0.009607657290737981,0.009561797255782186
2023-04-07,115.50353175917837,0.009671653687155501,0.009625182638964223
2023-04-10,115.5054142981243,1.6298540115977644e-05,1.6298407296215864e-05
2023-04-11,113.98405729563441,-0.01317130466770322,-0.013258815572287528
2023-04-12,114.13656370668906,0.0013379626473473127,0.0013370683729061225
2023-04-13,113.00569696162599,-0.009908014647866947,-0.009957425672681873
2023-04-14,114.69369223514352,0.014937258199387404,0.014826796001266322
2023-04-17,114.463863242301,-0.0020038503283277276,-0.0020058607225319105
2023-04-18,113.07787157541587,-0.012108552233216385,-0.012182457951887795
2023-04-19,112.55656808970818,-0.004610128210275066,-0.004620787624794721
2023-04-20,113.27855734329016,0.006414456888971243,0.006393971814134386
2023-04-21,112.34719438857852,-0.008221882203965136,-0.008255868292059747
2023-04-24,110.99228787797209,-0.012059994181253586,-0.01213330593349629
2023-04-25,111.4210232750003,0.0038627494326413103,0.0038553081723785507
2023-04-26,111.85356126278319,0.0038820141394262375,0.0038744985666308994
2023-04-27,111.02843941370537,-0.007376804455419328,-0.007404147630567038
